시리얼,주소,위도,경도
OC3CL200246,서울특별시 마포구 구수동 2-60 CCTV 번호 : 방범960  / 마라톤 공인중개사앞,37.54730914,126.9334691
OC3CL200247,서울특별시 종로구 송월길 52 서울기후관측소,37.57141569,126.9658836
OC3CL200248,서울특별시 마포구 증산로 87 문화비축기지,37.5708262,126.8945468
OC3CL200249,서울특별시 강북구 월계로 173 CCTV번호 31,37.622123,127.042386
OC3CL200250,서울특별시 강북구 월계로 173 CCTV번호 17,37.621988,127.039499
OC3CL200251,서울특별시 마포구 증산로 87 문화비축기지 안내동앞 ,37.56982383,126.8943003
OC3CL200252,서울특별시 마포구 월드컵로 42길 2,37.577605,126.881035
OC3CL200253,서울특별시 용산구 이촌로255 신용산초등학교 본관 옥상,37.52048496,126.9758238
OC3CL200254,서울특별시 마포구 서교동 353-1 CCTV 번호 : 주정차062,37.55522092,126.9212273
OC3CL200255,서울특별시 관악구 관악로1 서울대학교 대기환경관측소,37.45285,126.95019
OC3CL200256,서울특별시 성동구 청계천로540 서울시설공단 B4층 기계실,37.5716201595004,127.036088628704
OC3CL200257,서울특별시 마포구 성산동 산11-64 성산근린공원,37.56231,126.91081
OC3CL200259,서울특별시 마포구 서교동 348-42,37.55553338,126.92358944
OC3CL200223,서울특별시 서초구 반포동 1340,37.50250195,126.9811208
OC3CL200224,서울특별시 서초구 반포동 1324,37.49955712,126.9907718
OC3CL200225,서울특별시 중랑구 묵동 189-11,37.60972579,127.07285307
OC3CL200258,서울특별시 종로구 세종로 1-68,37.5717938,126.9766251
OC3CL200226,서울특별시 종로구 세종로 1-68,37.57076319,126.97655326
V02Q1941000,서울특별시 관악구 신림동길 14,37.4871672,126.9259298
V02Q1941006,서울특별시 마포구 포은로6길 10,37.5552571,126.9042671
V02Q1941013,서울특별시 양천구 오목로34길 5,37.5245308,126.855007
V02Q1941015,서울특별시 성동구 뚝섬로3길 18,37.5416558,127.0482802
V02Q1940935,서울특별시 중구 서소문동 37,37.5643408,126.9756125
OC3CL200301,서울특별시 동작구 상도로 276,37.50274051,126.94774571
OC3CL200302,서울특별시 동작구 사당로12길 2,37.48459807,126.97097553
OC3CL200303,서울특별시 동작구 상도로 65,37.49987542,126.92798137
OC3CL200304,서울특별시 동작구 사당로 2,37.49577463,126.95445016
OC3CL200305,서울특별시 동작구 상도로 181,37.50494775,126.93896606
OC3CL200306,서울특별시 종로구 세종대로 169,37.57168834,126.97639253
OC3CL200307,서울특별시 종로구 묘동 돈화문로 45,37.57247558,126.99142303
OC3CL200308,서울특별시 종로구 자하문로 71,37.58239766,126.97046962
OC3CL200309,서울특별시 종로구 자하문로 21,37.57804395,126.97166456
OC3DL230025,서울특별시 종로구 교남동 74-7번지,37.56946732,126.96342733
OC3DL230026,서울특별시 종로구 행촌동 25-14,37.57223957,126.96367604
OC3DL230027,서울특별시 종로구 무악동 5-28,37.57583831,126.95655417
OC3CL210108,서울특별시 강동구 명일동 312-250,37.551219,127.142892
OC3CL210110,서울특별시 강동구 명일동 322-1,37.551007,127.141546
OC3CL210101,서울특별시 강동구 암사동 421-98,37.550864,127.140121
OC3CL210099,서울특별시 강동구 암사동 425-181,37.550809,127.138698
OC3CL210100,서울특별시 강동구 암사동 477-22,37.550091,127.137133
OC3CL210112,서울특별시 강동구 암사동 487-37,37.549388,127.136401
OC3CL210113,서울특별시 강동구 암사동 487-30,37.548469,127.135694
OC3CL210109,서울특별시 강동구 천호동 293-13,37.546624,127.134161
OC3CL210106,서울특별시 강동구 천호동 294-23,37.545723,127.133548
OC3CL210105,서울특별시 강동구 천호동 297-2,37.545095,127.133058
OC3CL210104,서울특별시 강동구 천호동 280-15,37.543174,127.131691
OC3CL210103,서울특별시 강동구 천호동 397-17,37.541053,127.129818
OC3CL210114,서울특별시 강동구 성내동 382-6,37.5338967,127.133699
OC3CL210102,서울특별시 강동구 성내동 407,37.532012,127.132767
OC3CL210111,서울특별시 강동구 성내동 409-1,37.530736,127.132165
OC3CL210107,서울특별시 강동구 성내동 422,37.528351,127.130989
OC3CL210115,서울특별시 강동구 성내동 435-12,37.525641,127.129665
OC3CL200310,서울특별시 중랑구 용마산로 389,37.586321,127.094888
OC3CL200311,서울특별시 중랑구 상봉동 481-2,37.604187,127.090031
OC3CL210300,서울특별시 중랑구 신내동 63-10,37.61408445,127.10164536
OC3CL240001,서울특별시 중랑구 망우동 534-4,37.6010659,127.10064542
OC3CL200312,서울특별시 동대문구 전농로 86-1,37.57264824,127.05754893
OC3CL200313,서울특별시 동대문구 사가정로 122,37.57750587,127.0584201
OC3CL200314,서울특별시 강북구 오현로 147,37.62550525,127.03692932
OC3CL200315,서울특별시 강북구 오현로 65,37.61892126,127.03617895
OC3CL200316,서울특별시 광진구 용마산로7길 33,37.55933497,127.08579483
OC3CL200317,서울특별시 광진구 용마산로22길 9,37.56365801,127.0876893
OC3CL200318,서울특별시 광진구 군자로11길 11,37.55081905,127.07047365
OC3CL200319,서울특별시 광진구 광장로 89,37.54808923,127.10684333
OC3DL220022,서울특별시 광진구 천호대로 553,37.55745889,127.07982995
OC3CL200320,서울특별시 은평구 가좌로 191,37.58784932,126.91986777
OC3CL200321,서울특별시 은평구 가좌로 240,37.59122386,126.91605056
OC3CL200322,서울특별시 은평구 가좌로 294,37.59454964,126.91176519
OC3CL200323,서울특별시 은평구 가좌로 359,37.5978478,126.90601125
V02Q2300003,서울특별시 은평구 통일로 856,37.61949666,126.92110691
V02Q2300004,서울특별시 은평구 통일로 948,37.62756971,126.91989469
V02Q2300005,서울특별시 은평구 진관동 89-11,37.63401377,126.91737791
V02Q2300006,서울특별시 은평구 진관동 56-16,37.64214802,126.91580765
V02Q2300007,서울특별시 은평구 진관동 74-22,37.6463178,126.90852756
OC3KL240004,서울특별시 은평구 녹번동 282-3,37.06194967,126.9211069
OC3KL240005,서울특별시 은평구 통일로 685,37.60736463,126.9324707
OC3KL240006,서울특별시 은평구 통일로 831,37.61767832,126.9221328
V02Q2300001,서울특별시 관악구 신림동 289-3,37.47129464,126.9341757
V02Q2300002,서울특별시 관악구 신림동 815-2,37.47088656,126.93910684
OC3DL220020,서울특별시 성동구 금호동 4가 1263-14,37.47129464,126.9341757
OC3DL220021,서울특별시 성동구 금호동 3가 1540-3,37.47088656,126.93910684
OC3KL240015,서울특별시 강동구 고덕동 348-2,37.56608814,127.15904093
OC3KL240014,서울특별시 강동구 고덕동 468-1,37.56324517,127.15815607
OC3KL240012,서울특별시 강동구 강일동 204-2,37.57154306,127.17157796
OC3KL240013,서울특별시 강동구 상일동 554-53,37.55476092,127.17936066
OC3CL240002,서울특별시 동대문구 전농동 150-41,37.58332281,127.05384114
OC3CL240003,서울특별시 동대문구 전농동 103-616,37.58463889,127.05291473
OC3CL250001,서울특별시 중랑구 봉우재로 127,37.59293291,127.08708259
